Ego ID	Sire ID	Dam ID	Departure	Sex	Birth	Death
16370		9688	1993-10-18	Male	1990-06-01	
16371		13736	1991-10-11	Male	1990-05-15	
16372		3217		Female	1990-06-15	2010-12-02
16373		9682	1991-10-11	Male	1990-05-01	
16374		7778		Female	1990-06-01	2015-11-03
16375		10999		Male	1990-06-01	2001-06-11
16376		9565		Male	1990-06-01	1991-04-26
16377		7792	1991-10-11	Male	1990-06-01	
16378		13770		Male	1990-06-15	2007-12-12
16379		13737	1991-10-11	Female	1990-06-01	
16380		12059	1995-10-10	Female	1990-05-01	
16381		7072		Female	1990-09-01	1990-12-10
16382		10886		Female	1990-06-01	1990-12-17
16383		14535		Male	1990-06-01	1998-04-16
16384		14536	1995-10-10	Female	1990-06-01	
16385		11618	1991-10-11	Female	1990-06-01	
16386		13992	1991-10-11	Female	1990-06-01	
16387		9203		Male	1990-06-01	1992-01-29
16388		13768		Female	1990-08-15	1990-12-24
16389		10910	1991-10-11	Female	1990-06-01	
16390		13748		Female	1990-06-01	1990-11-06
16391			1998-04-07	Male	1990-06-01	
16392				Male	1990-08-01	1991-10-15
16393			1991-10-11	Female	1990-06-01	
16394			1991-10-11	Female	1990-06-01	
16395			1993-10-18	Male	1990-06-01	
16396			1993-10-18	Male	1990-06-01	
16397			1991-10-11	Female	1990-06-01	
16398			1991-10-11	Female	1990-06-01	
16399				Unknown	1990-05-01	1990-10-01
16400		9171	1991-10-11	Female	1990-06-01	
16478				Female	1991-04-18	1991-04-22
16480				Female	1991-04-22	1991-04-23
16542				Male	1991-05-25	1991-05-25
16543				Female	1991-05-28	1991-05-30
16596				Female	1991-06-11	1991-06-11
16602				Female	1991-06-17	1991-06-17
16712				Female	1991-07-01	1991-07-25
16741		14530		Female	1991-09-01	2016-08-30
16742		13768		Female	1991-06-15	1992-01-22
16743		13217		Male	1991-06-15	2000-10-13
16744		12112		Male	1991-06-15	2010-06-07
16745		11032		Male	1991-09-01	1999-11-29
16746		12059		Female	1991-06-15	1998-10-23
16747		7792		Male	1991-06-15	2017-05-26
16748		13748	1993-10-18	Male	1991-06-15	
16749		3213		Female	1991-06-15	2001-07-03
16750		9171		Male	1991-06-15	2000-10-12
16751		13764		Female	1991-07-01	1999-01-28
16752		13239		Male	1991-09-15	2000-10-11
16753		11618		Male	1991-06-15	1992-11-04
16754	12812	11556		Male	1991-09-15	2017-03-21
16755		14868		Male	1991-06-15	2005-06-01
16757		11111		Female	1991-06-15	2010-12-02
16758		13770		Male	1991-07-01	1994-04-13
16759		10470		Male	1991-07-01	2017-01-31
16760		8281		Female	1991-06-15	2016-12-02
16761		13224		Male	1991-06-15	1997-01-14
16762		10999	1992-08-03	Male	1991-06-15	
16763		14863		Male	1991-06-15	1999-11-22
16764		14210		Female	1991-06-15	1995-04-17
16765		6710		Male	1991-06-15	2014-01-23
16766	13991	11614		Male	1991-06-15	2001-05-15
16767				Female	1991-06-15	1992-11-30
16768		7072		Female	1991-07-01	1992-11-29
16769		7821		Male	1991-06-15	1995-11-08
16770		5970		Female	1991-04-20	2000-04-17
16771			1998-04-07	Male	1991-04-20	
16772			1998-04-07	Male	1991-06-15	
16773				Female	1991-06-15	1999-02-09
16774				Female	1991-06-15	1999-12-07
16775		14860	1991-10-11	Male	1991-07-30	
16776			1992-08-03	Male	1991-06-15	
16777				Male	1991-05-01	1995-05-10
16996				Unknown	1992-06-01	1992-06-01
17086				Male	1992-04-01	1992-07-20
1714				Female		1997-08-29
1715				Female		1969-06-11
1716				Male		1981-09-11
1717			1982-04-27	Female		
1718				Female		1971-12-14
1719				Male		1980-03-17
1720			1982-04-27	Female		
1721				Male		1987-03-30
1722				Female		1974-05-13
1723				Male		1983-10-06
1724			1982-04-27	Female		
17241			1994-08-09	Male	1992-05-01	
17242		12112		Female	1992-05-01	2005-11-18
17243		11721		Female	1992-05-01	1993-01-29
17244		9203		Female	1992-05-01	1992-12-09
17246				Female	1992-05-01	1992-12-03
17247		15318		Female	1992-05-01	2003-07-07
17248		15309		Female	1992-05-01	2001-06-27
17249		13775	1995-09-29	Male	1992-05-01	
1725				Male		1977-08-17
17250		13217	1995-09-29	Male	1992-05-01	
17251		13229		Male	1992-05-01	1992-12-02
17252	12799	11618		Female	1992-05-01	2008-11-19
17253		11624	1995-09-29	Male	1992-05-01	
17254		11614		Female	1992-05-01	2000-11-28
17255		10506		Female	1992-05-01	2006-01-31
17256		6710		Female	1992-05-01	1993-08-21
17257		14536		Female	1992-05-01	2015-07-29
17258		10269	1994-08-09	Male	1992-06-01	
17259		14839		Female	1992-05-01	2003-12-19
1726			1982-04-27	Female		
17260		12059		Female	1992-05-01	2011-01-13
17262				Male	1992-06-01	1995-04-26
17263			1995-09-29	Male	1992-05-01	
17264				Female	1992-05-01	2002-06-27
17265				Male	1992-05-01	1995-06-09
17266		7821		Female	1992-05-01	2004-08-03
17267	12175	10505		Female	1992-05-01	2016-12-02
1727				Female		1966-03-31
1728				Male		1985-02-19
1729				Male		1966-10-10
1730				Male		1968-10-08
1731				Female		1966-03-28
1732				Male		1969-06-04
1733				Male		1981-01-05
1734				Male		1977-06-22
1735				Male		1989-04-05
1736			1982-04-27	Male		
1737				Male		1969-07-10
1738				Male		1968-07-21
1739				Female		1981-03-05
1740				Female		1992-01-24
1741			1982-04-27	Male		
1742				Male		1967-12-18
1743				Female		1986-12-08
1744				Female		1974-10-31
1745				Female		1965-05-26
1746				Female		1975-01-26
17461				Female	1993-04-01	1993-04-01
1747				Female		1979-12-05
1748				Female		1978-10-18
1749				Male		1980-10-13
1750				Female		1987-10-01
1751			1982-04-27	Male		
1752			1982-04-27	Female		
1753				Male		1975-11-03
1754				Male		1975-02-27
1755				Female		1967-12-18
1756				Male		1988-03-02
1757				Male		1967-12-18
1758				Female		1982-12-29
1759				Female		1987-09-23
1760				Male		1971-07-28
1761				Female		1978-11-14
17619				Unknown	1993-05-01	1993-06-23
1762			1976-11-03	Male		
1763				Female		1990-11-13
17636				Female	1993-07-01	1993-07-11
1764				Male		1982-07-04
1765				Male		1966-11-07
1766				Male		1977-02-02
1767				Female		1968-06-20
1768				Male		1973-06-24
17712				Male	1993-07-15	1993-08-02
17783				Male	1993-06-01	1995-06-29
17784				Male	1993-09-01	1995-10-02
17785	12175			Female	1993-06-01	2013-01-27
17786		10505		Male	1993-06-01	2001-06-19
17787		14853		Female	1993-07-01	2014-11-21
17788				Female	1993-06-01	2015-05-05
17789	12812	5970		Female	1993-06-01	2017-10-07
17790				Female	1993-06-01	2004-08-12
17791	13991	10505		Female	1993-04-20	2015-06-02
17792				Male	1993-09-01	1995-05-22
17793			1995-05-23	Male	1993-04-20	
17794			1995-05-23	Male	1993-06-01	
17795		13221		Female	1993-09-01	2010-01-21
17796				Male	1993-05-01	1995-06-27
17798		10999		Female	1993-06-01	2014-10-09
17799		11032		Female	1993-06-01	2012-08-24
17800		15540	1995-11-14	Male	1993-06-01	
17801		7821		Male	1993-06-01	2016-04-28
17802	12812	14530		Female	1993-06-01	2011-01-13
17803	13991	13775		Male	1993-09-01	2012-07-14
17804		7792	1995-11-14	Male	1993-05-01	
17805		12112		Female	1993-06-01	2000-08-01
17806		11111		Female	1993-06-01	1996-07-02
17807	13991	9203		Female	1993-09-01	2016-05-27
17907				Female	1994-04-15	1994-04-16
18028				Female	1994-06-15	1994-06-15
18081				Male	1994-06-28	1994-06-30
18082				Unknown	1994-05-01	1994-05-01
18116		11721		Female	1994-07-06	1994-07-06
18120				Male	1994-06-01	1994-07-12
18182				Male	1993-11-01	1994-08-09
18234				Female	1994-08-01	1994-09-07
18246			1995-11-14	Male	1994-05-15	
18247				Male	1994-05-15	1996-01-31
18248				Male	1994-05-15	1996-06-12
18249		11571		Male	1994-05-15	2002-11-19
18250				Male	1994-05-15	1997-03-12
18251				Female	1994-05-15	2009-10-15
18252	14227	11614		Male	1994-05-15	2000-10-11
18253				Female	1994-05-15	2010-01-28
18254				Male	1994-08-01	1997-03-13
18255				Male	1994-06-01	1994-12-14
18256				Male	1994-05-15	1996-06-11
18257				Male	1994-05-15	2000-10-13
18258				Female	1994-05-15	2009-05-01
18259				Female	1994-05-15	1995-06-21
18260		13764		Male	1994-06-01	1998-07-06
18261		13217		Male	1994-05-15	1996-06-11
18262		14535		Female	1994-05-15	2017-02-01
18263		10269		Male	1994-05-15	1995-09-28
18264		14536		Male	1994-05-15	2000-10-10
18265		13224		Female	1994-05-15	2011-01-10
18266		10886		Male	1994-05-15	1995-06-22
18267		13239		Male	1994-05-15	1997-03-12
18268		14868		Male	1994-09-01	1997-03-13
18269		6710		Female	1994-09-01	1994-11-21
18270		15548		Male	1994-05-15	2006-06-28
18271		13748		Male	1994-06-01	1996-06-13
18272		15309		Female	1994-10-01	2018-05-14
18273		10999		Female	1994-05-15	1994-10-07
18274		16384		Male	1994-05-15	2001-06-08
18275		9688		Female	1994-05-15	2005-01-12
18276		7792		Male	1994-05-15	2009-04-07
18277		15310		Male	1994-05-15	1996-06-12
1833		1727	1982-04-27	Female	1965-06-26	
18519		16764		Female	1995-04-17	1995-04-17
18527				Male	1995-04-24	1995-04-24
18697				Male	1995-06-12	1995-06-15
18708				Female	1995-06-09	1995-06-16
18729				Male	1995-06-27	1995-06-27
18744				Male	1995-06-28	1995-06-28
18751				Male	1995-06-03	1995-06-03
18752				Female	1995-06-30	1995-06-30
18858		15996		Male	1995-07-20	1995-12-06
18904				Unknown	1995-07-02	1995-07-27
18909				Female	1995-08-01	1995-09-25
18911				Female	1995-05-03	1995-08-16
18919				Male	1995-06-01	1995-10-04
18920				Female	1995-07-01	1996-01-26
18921		16749		Female	1995-06-01	2012-06-13
18922		14530		Male	1995-06-01	2013-05-21
18923		13775		Female	1995-06-01	1999-10-25
18924	16375	15540		Female	1995-06-01	2000-11-30
18925		13224		Female	1995-08-01	1996-02-21
18926		16773		Female	1995-08-01	2014-12-12
18927	13991	15305		Male	1995-05-01	2013-11-18
18928		14863		Female	1995-06-01	2000-10-11
18929		16374		Male	1995-07-01	2011-11-10
18930		11111		Female	1995-06-01	1999-07-09
18931		9682		Male	1995-06-01	2007-06-01
18932		16746		Male	1995-07-01	1995-11-09
18933		11618		Male	1995-06-01	1995-11-17
18934		6710		Male	1995-09-01	1996-02-01
18935				Male	1995-09-01	2001-06-08
18936		14839		Female	1995-05-01	2000-11-29
18937				Male	1995-06-01	2010-08-25
18938		13217		Female	1995-06-01	2009-10-16
18939	13991	16774		Female	1995-06-01	2000-11-29
18940	16375	14210		Female	1995-08-01	2009-10-13
18943				Unknown	1995-10-04	1995-10-04
19002				Unknown	1995-04-19	1995-05-10
19085		15548		Female	1996-04-11	1997-09-18
19098		15995		Male	1996-04-25	1996-04-25
19119		11571		Female	1996-05-12	1997-11-03
19135		15318		Male	1996-05-15	1996-05-17
19136		14535		Male	1996-05-12	2010-08-05
19143				Male	1996-05-23	1996-05-23
19146		9203		Female	1996-05-26	1996-05-30
19188				Unknown	1996-05-20	1996-05-20
19190		13770		Male	1996-05-23	2002-10-24
19254		13748		Female	1996-07-19	1996-07-19
19257		14853		Female	1996-07-10	1996-07-24
19322	15990	11111		Male	1996-05-20	2013-12-09
19323		11614		Female	1996-05-20	1996-11-04
19324	16375	15305	1999-10-18	Female	1996-06-08	
19325		14530		Male	1996-06-23	1997-03-02
19326	15296	14536	1999-10-18	Male	1996-05-21	
19383		13221		Female	1996-05-01	1996-09-17
19384		10269		Female	1996-05-04	2000-12-31
19385	15296	13224	1999-10-18	Female	1996-07-02	
19386		17261	1997-05-20	Male	1996-07-02	
19387	12812	14839		Male	1996-08-30	2010-12-08
19388	15296	16741		Female	1996-07-14	2008-05-04
19389		17257	1997-05-20	Male	1996-06-29	
19390	16375	17242		Male	1996-06-01	2005-01-19
19391	16745	10505		Male	1996-06-01	2001-04-13
19392			1999-10-18	Male	1996-06-01	
19393	10301	16372	1999-10-18	Male	1996-04-15	
19394			1999-10-18	Male	1996-06-01	
19395		11618		Female	1996-05-21	1997-03-23
19396		16374		Male	1996-07-15	1997-01-14
19397		16760		Male	1996-06-04	2002-01-07
19398		17254		Female	1996-07-01	2015-12-08
19399		15309	1999-10-18	Male	1996-07-01	
19400		12112		Female	1996-07-22	2000-03-07
19401		16746		Male	1996-06-11	2000-08-23
19402	16766	6710	1999-10-18	Female	1996-08-01	
19404		17247		Female	1996-06-02	2000-01-21
19405		7821	1999-10-18	Female	1996-05-12	
19406		17248	1997-05-20	Male	1996-05-29	
19407		16774	1997-05-20	Male	1996-08-01	
19408	12812	16757		Female	1996-08-22	2000-11-27
19409		17259	1999-10-18	Female	1996-07-11	
19430		17252		Female	1996-07-03	2000-11-28
19541		7792		Male	1997-03-26	1997-03-26
19615	16745	16749		Male	1997-05-01	2011-08-12
19618		16773		Female	1997-05-01	1998-01-08
19619	12812	9688		Female	1997-04-23	2015-06-17
19628		16142		Male	1997-05-12	1997-05-12
19645				Unknown	1997-05-01	1997-05-12
19756		13224		Male	1997-06-14	1997-06-23
19757				Male	1997-06-23	1998-07-21
19851		16751		Male	1997-06-05	2010-02-23
19870				Male	1997-06-01	1997-09-15
19872				Female	1997-09-18	1997-09-18
19876				Female	1997-06-01	1997-09-30
19884		15548		Female	1997-05-27	1997-10-21
19885		17264		Female	1997-05-26	2001-06-13
19886	16765	17791	1999-12-09	Male	1997-06-01	
19887	16743	14853		Male	1997-06-15	2017-02-02
19888	16745	15309		Male	1997-06-04	2006-03-20
19889		9017	1998-10-28	Male	1997-05-25	
19891	16375	15305		Female	1997-06-06	2016-05-27
19892	12812	16372		Female	1997-05-15	2000-04-11
19893	15296	17255	1999-12-09	Male	1997-05-27	
19894		7821		Male	1997-07-01	1999-02-06
19895		15540		Male	1997-06-11	2014-06-02
19896		17785		Male	1997-06-22	2000-04-04
19897		17789	1998-10-28	Male	1997-06-15	
19898		17795	1998-10-28	Male	1997-05-25	
19899	13991	17260		Female	1997-06-05	2015-06-02
19900		15318	1999-12-09	Male	1997-06-14	
19901	15296	17267	1999-12-09	Male	1997-05-29	
19902	12799	13217		Female	1997-05-14	1999-12-30
19903	15729	16374		Male	1997-07-02	2000-04-06
19904	12812	9682		Female	1997-05-07	2012-02-15
19906	16763	17790		Female	1997-07-19	2000-04-13
19907		13770		Male	1997-07-07	1999-02-10
19908		11618		Male	1997-07-01	2006-03-20
19909		11614		Female	1997-05-14	2002-10-21
20035				Female	1998-03-01	1998-03-29
20314				Male	1998-06-23	1998-06-26
20327				Male	1998-06-01	1998-07-06
20341				Male	1998-04-30	1998-07-30
20412				Unknown	1998-07-01	1998-10-02
20461	12812	17242		Male	1998-05-01	2018-02-22
20462				Female	1998-05-01	2015-05-04
20463	16375	13221		Female	1998-06-01	2000-02-16
20464	16375	17247		Male	1998-06-01	2000-02-22
20465	16745	17248		Female	1998-06-01	2012-04-24
20466	17786	16749		Male	1998-06-01	2000-03-06
20467	13991	9682		Female	1998-06-01	2017-11-07
20468		17807		Male	1998-05-01	2005-11-23
20469	16763	18262		Female	1998-06-01	2018-04-26
20470	15296	16374		Male	1998-06-01	2000-07-03
20472		17257		Female	1998-06-01	1999-03-19
20473	15296	16741		Female	1998-05-01	2013-06-04
20476	16754	15309		Female	1998-06-01	2013-10-24
20477	16763	17252		Female	1998-05-01	2011-02-18
20479	16765	17788		Female	1998-05-01	2010-01-20
20481	16759	17245		Female	1998-06-01	2013-11-17
20482	16747	13224		Male	1998-06-01	2010-04-14
20483	16747	18253		Female	1998-08-01	2009-10-15
20484	12812	14863		Male	1998-06-01	2001-06-12
20485		16760		Male	1998-06-01	2017-04-28
20486		14535		Female	1998-06-01	2009-10-12
20487		15548		Male	1998-09-01	2015-02-11
20488				Female	1998-06-01	1998-11-05
20489	16743	17795		Male	1998-06-01	2002-11-07
20490				Female	1998-05-01	2014-08-23
20492	16745	10505		Female	1998-06-01	2000-02-14
20493		9688		Female	1998-06-01	2009-10-14
20494	16752	9017		Female	1998-06-01	1999-10-18
20495		17798		Female	1998-06-01	2010-01-19
20496	16745	15995		Female	1998-05-01	2013-10-24
20497	16747	12112		Female	1998-06-01	2009-08-24
20498				Unknown	1998-06-01	1998-10-23
20746				Male	1999-03-25	1999-03-25
20924				Female	1999-05-04	1999-05-07
20933		17266		Female	1999-05-17	1999-05-17
20997				Male	1999-06-01	1999-06-16
21058				Unknown	1999-07-09	1999-07-09
21096				Female	1999-06-01	1999-07-14
21162				Male	1999-05-01	1999-08-09
21205				Male	1999-06-01	1999-09-01
21239	16752	13224		Male	1999-07-01	1999-11-12
21244	16752	15540		Male	1999-06-01	2014-11-14
21245	16745	17267		Female	1999-05-01	2001-03-07
21246	15296	16760		Female	1999-06-01	2015-11-25
21247	16765	17255		Female	1999-06-01	2015-06-30
21248	16745	16372		Male	1999-05-01	2001-06-22
21249	16745	13217		Male	1999-06-01	2005-02-28
21250				Female	1999-06-01	2001-06-05
21251	16744	14210		Female	1999-06-01	2015-01-08
21252	16766	18251		Female	1999-06-01	2014-05-09
21253				Male	1999-06-01	2001-06-25
21254	10301	14863		Male	1999-06-01	2010-11-19
21255	16745	11571		Male	1999-06-01	2007-09-02
21257	16378	17802		Female	1999-06-01	2013-10-23
21258	16755	18928		Female	1999-06-01	2000-03-09
21259	16375	17264		Male	1999-06-01	2000-02-28
21260	12812	17807		Male	1999-06-01	2002-11-07
21261	16745	17789		Male	1999-06-01	2015-02-11
21262		17788		Female	1999-06-01	2013-11-04
21263		17257		Female	1999-06-01	2014-12-09
21264	16744	13221		Male	1999-06-01	2009-10-24
21265	17786	18272		Female	1999-05-01	2013-11-05
21266		18258		Female	1999-06-01	2001-04-25
21267				Male	1999-06-01	2000-02-24
21268		17247		Male	1999-06-01	2013-12-16
21269	16763	17261		Male	1998-08-15	2014-06-05
21270				Male	1999-06-01	2001-06-15
21271	16745	15995		Male	1999-07-01	2001-07-05
21272	16745	10269		Male	1999-06-01	2013-12-04
21273	15296	17260		Male	1999-06-01	2017-01-18
21274	15990	18936		Male	1999-06-01	2007-07-20
21275	16745	15548		Female	1999-06-01	2003-12-15
21276		18926		Female	1999-07-01	2000-04-04
21277	16754	16374		Female	1999-06-01	2015-01-15
21278		17795		Male	1999-06-01	2016-08-31
21279	18249	17785		Female	1999-06-01	2016-04-29
21280	16745	9688		Male	1999-06-01	2008-01-25
21281	17786	16741		Female	1999-06-01	2010-01-29
21282	16759	17790		Female	1999-06-01	2006-06-27
21283				Female	1999-07-01	1999-11-20
21284	16745	17252		Female	1999-06-01	2013-11-01
21285				Male	1999-06-01	2000-03-01
21286				Male	1999-08-01	2001-07-06
21434		19400		Unknown	2000-02-29	2000-02-29
21511		15305		Male	2000-04-20	2000-04-20
21518				Female	2000-04-26	2000-04-26
21564	16750	12112		Male	2000-05-11	2008-09-02
21572	16755	14839		Female	2000-05-15	2009-04-17
21595		14536		Female	2000-05-15	2000-05-15
21713	18927	17805		Female	2000-05-21	2010-06-10
21728	17803	18275		Female	2000-05-31	2002-08-20
21751				Male	2000-06-06	2000-06-06
21754	18249	15548		Female	2000-06-09	2010-06-10
21832		19430		Female	2000-07-03	2000-07-03
21834				Male	2000-07-05	2000-07-06
2191		1743	1982-04-27	Male	1966-03-12	
21986	17786	17267		Male	2000-06-19	2011-03-03
21987	18937	18262		Female	2000-06-01	2010-08-13
21988	18922	17242		Female	2000-06-01	2010-01-27
21989	17786	15309		Female	2000-07-14	2009-11-26
21990	17786	17790		Female	2000-06-08	2000-11-06
21991	16744	14210		Female	2000-06-19	2002-04-10
21992	18264	17245		Male	2000-06-01	2001-07-18
21995	16766	17255		Male	2000-06-02	2013-01-30
21996	18264	17795		Female	2000-06-12	2016-06-07
21999	16754	16374		Male	2000-06-23	2014-11-25
22000	10301	14863		Female	2000-06-25	2010-01-26
22002	18274	16741		Male	2000-07-02	2001-07-23
22003	16754	10505		Male	2000-06-09	2005-12-23
22004	17786	16757		Female	2000-06-16	2002-07-31
22005	15729	18265		Male	2000-06-07	2000-10-30
22006	15296	17264		Female	2000-06-07	2001-06-04
22007	17786	17248		Female	2000-05-07	2003-05-06
22011	17786	17266		Female	2000-06-01	2010-04-18
22012	18927	17788		Female	2000-06-01	2000-11-08
22013	18929	18278		Male	2000-06-01	2001-05-17
22014	17803	17252		Male	2000-06-01	2001-07-20
22015	17801	18921		Male	2000-05-15	2012-05-11
22016	16378	16760		Male	2000-07-13	2001-07-25
22018	15296	17261		Female	2000-06-01	2015-05-07
22019	18927	17785		Female	2000-06-01	2013-12-04
22020	18927	17791		Female	2000-05-31	2005-07-02
22021	16375	17247		Female	2000-06-01	2016-04-01
22022	13991	17799		Female	2000-09-01	2010-12-08
22023	17803	18253		Male	2000-05-16	2014-12-19
22024	16765	13221		Male	2000-06-22	2000-11-03
22259		16749		Female	2001-04-19	2001-04-19
22281				Male	2001-05-01	2001-05-02
22299		9682		Female	2001-05-16	2001-05-16
22307		17266		Male	2001-05-21	2001-05-21
22414	18931	17791		Female	2001-05-18	2001-11-05
22417				Female	2001-06-22	2001-06-23
22440				Male	2001-06-24	2002-10-18
22480	18249	15548		Male	2001-05-13	2001-07-13
22589	16375	12112		Female	2001-05-26	2001-11-02
22691	17786	18251		Female	2001-04-25	2005-11-22
22692	18249	17255		Female	2001-06-21	2003-04-15
22693	16375	11571		Male	2001-05-09	2002-10-14
22694	16744	17789		Male	2001-07-23	2010-01-12
22696	16765	13221		Female	2001-05-24	2011-05-31
22697	16747	19905		Male	2001-07-19	2013-11-27
22699	18931	17802		Female	2001-06-25	2003-01-29
22700	18249	17795		Female	2001-06-04	2001-10-01
22701	17797	10505		Male	2001-06-14	2002-10-16
22702	18274	17261		Female	2001-05-16	2016-06-17
22704	18931	17257		Male	2001-06-23	2002-10-18
22706	19387	18253		Female	2001-06-23	2005-02-14
22707	17786	18265		Male	2001-05-26	2014-06-03
22708	18937	17798		Male	2001-07-13	2002-10-15
22712	16765	17807		Female	2001-06-26	2007-12-31
22713	16755	19909		Female	2001-06-23	2003-04-16
22714	18931	19619		Male	2001-06-22	2013-12-02
22716	18929	18262		Male	2001-06-21	2002-10-17
22717	17801	16374		Female	2001-06-18	2015-05-28
22718	18927	16372		Female	2001-04-24	2013-06-03
22720	18249	18940		Female	2001-06-23	2006-01-25
22722	18929	16760		Male	2001-08-01	2013-12-17
22723	18927	19899		Female	2001-07-12	2014-07-16
22725	17801	18938		Male	2001-07-17	2012-01-20
22726	18927	17785		Male	2001-06-07	2002-10-17
22727	16755	19904		Female	2001-05-21	2010-12-01
22728	12799	17787		Female	2001-06-25	2014-07-18
22729	17786	15995		Male	2001-07-14	2004-10-05
22730	18922	18275		Male	2001-05-03	2014-12-05
22731	12799	17259		Male	2001-05-28	2002-10-14
22732	10301	14863		Male	2001-06-01	2002-10-18
22733	18929	17242		Female	2001-06-10	2017-12-27
22734	18922	17788		Male	2001-05-21	2002-10-15
22735	18249	19403		Female	2001-05-30	2007-01-23
22736	18922	15309		Female	2001-06-16	2018-06-22
22738	17801	13217		Male	2001-05-18	2002-10-17
22810				Male	2002-03-20	2002-03-20
22821				Male	2002-03-27	2002-03-28
22928		12112		Male	2002-04-10	2002-04-10
22937		18278		Female	2002-04-13	2002-04-16
22953		17264		Male	2002-04-30	2002-04-30
22955		17266		Male	2002-05-01	2002-05-01
22956		20483		Female	2002-05-03	2002-05-03
22957		20462		Unknown	2002-05-03	2002-05-03
22958		16741		Unknown	2002-05-03	2002-05-03
22967		20476		Male	2002-05-06	2002-05-06
22985		17799		Unknown	2002-05-17	2002-05-17
23139	13991	17261		Female	2002-05-20	2013-03-19
2327		1758		Female	1966-04-12	1983-05-20
23276	16754	15309		Male	2002-06-30	2012-01-30
23305	19390	17260		Male	2002-05-14	2012-01-17
23306	16754	14853		Female	2002-06-29	2004-06-25
23307	16754	20471		Male	2002-07-10	2011-01-26
23308	16765	14839		Male	2002-05-18	2011-01-05
23309	18270	19617		Male	2002-05-28	2014-12-18
23310	19387	18253		Male	2002-08-26	2003-01-08
23311	17801	16760		Male	2002-06-11	2016-10-13
23313	19387	18272		Female	2002-06-15	2003-01-09
23314	17797	20480		Male	2002-05-17	2012-10-22
23317	18937	20469		Female	2002-07-05	2007-06-18
23319	19322	17798		Male	2002-07-15	2011-02-28
23324	18931	18258		Female	2002-07-16	2002-11-25
23325	18270	20486		Male	2002-06-17	2014-12-30
23326	13991	14863		Female	2002-05-27	2003-01-10
23327	16744	13221		Male	2002-06-21	2017-03-21
23328	19387	17791		Male	2002-05-18	2012-05-11
23330	19387	16372		Male	2002-06-10	2013-02-04
23331	15296	20481		Male	2002-06-17	2011-06-20
23332	16765	17795		Male	2002-06-05	2011-02-28
23333	18922	17245		Male	2002-04-05	2012-05-02
23334	18927	16757		Male	2002-05-02	2015-05-06
23335	13991	17257		Male	2002-06-16	2011-06-30
23423		14839		Female	2003-01-20	2003-01-20
2343		1744		Male	1966-04-22	1972-03-01
2345		1717	1982-04-27	Female	1966-04-25	
23585		19619		Male	2003-04-01	2003-04-01
23592		15540		Male	2003-04-08	2003-04-08
23597		20490		Female	2003-04-11	2003-04-11
23598		18926		Male	2003-04-11	2003-04-14
23604		20476		Female	2003-04-18	2003-04-18
23607		20483		Male	2003-04-21	2003-04-21
23610		20479		Male	2003-04-22	2003-04-22
23611		17802		Male	2003-04-23	2003-04-23
23615		18272		Male	2003-04-24	2003-04-24
23620		18258		Male	2003-04-25	2003-04-25
23622		20491		Male	2003-04-30	2003-04-30
23629		19899		Male	2003-05-02	2003-05-02
23633		18253		Male	2003-05-05	2003-05-05
23641	16744	20493		Female	2003-05-09	2003-05-11
23666		18938		Male	2003-05-28	2003-05-28
23730		16760		Unknown	2003-06-22	2003-06-22
2378		1763		Male	1966-05-19	1976-10-29
23807		18940		Female	2003-07-07	2003-07-07
23815		17247		Male	2003-07-02	2004-12-23
23878				Female	2003-07-13	2003-08-01
23925				Male	2003-07-08	2003-08-08
2396		1747		Female	1966-06-07	1977-06-30
23982	16744	18251		Unknown	2003-08-05	2003-09-05
24013				Female	2003-04-01	2003-10-08
24015	19890	19403		Male	2003-04-02	2011-01-18
24016	19890	17798		Female	2003-05-01	2009-10-18
24017	19615	20478		Female	2003-05-01	2006-12-17
24018	19887	17788		Female	2003-05-01	2009-10-23
24019	16754	19398		Female	2003-06-01	2004-04-19
24020	19387	18921		Female	2003-05-01	2009-10-19
24021	19322	20467		Male	2003-04-01	2010-03-26
24022	20468	18262		Male	2003-03-01	2011-01-07
24023	19887	17260		Male	2003-04-15	2013-12-03
24024	19887	15309		Male	2003-04-15	2011-06-01
24025	19390	19904		Male	2003-04-01	2007-11-16
24027	20468	15548		Male	2003-04-01	2011-04-18
24028	16747	17257		Female	2003-04-15	2009-10-21
24029	16754	17261		Female	2003-06-01	2009-10-26
24030	19387	20474		Male	2003-03-15	2011-01-20
24031				Female	2003-03-15	2005-10-13
24032	20468	18278		Female	2003-03-01	2009-11-02
24034	16754	11571		Male	2003-04-15	2011-06-23
24035	18931	21246		Male	2003-06-01	2009-08-25
24036	18927	20497		Female	2003-05-15	2004-02-09
24037	16747	14863		Female	2003-04-15	2009-10-30
24038	19616	16757		Male	2003-04-15	2011-03-02
24039	19322	20496		Female	2003-04-15	2007-11-14
24040	19387	21262		Female	2003-05-15	2009-10-20
24041	19390	13221		Male	2003-04-15	2016-09-16
24042	18276	20473		Female	2003-03-15	2009-11-04
24043	19136	17255		Male	2003-04-01	2005-09-29
24044	19387	20469		Male	2003-04-01	2011-01-20
24045	19387	17791		Male	2003-04-01	2011-03-01
24046	19136	17785		Female	2003-04-01	2004-03-10
24047	19136	17267		Male	2003-03-01	2011-03-11
24048	16754	17787		Male	2003-03-01	2012-01-27
24049	18931	21247		Female	2003-05-15	2009-10-28
24050	17803	20477		Female	2003-04-15	2005-01-31
